left_sorted,right_sorted,left,right,equal,total,study_questions
513cd1fafdc9f03587001e51,513d9cb6fdc9f03587007e29,0,2,0,2,['more depressing']
513cd310fdc9f03587001e84,513e6d3ffdc9f0358700c284,2,0,0,2,['livelier']
50f55e7bfdc9f065f0004cdc,51413db1fdc9f04926005dc1,2,0,0,2,['safer']
513ccd68fdc9f03587001d71,513d7bb7fdc9f03587006c68,1,0,1,2,['livelier']
513ccda8fdc9f03587001d7d,513e6a92fdc9f0358700bef7,0,1,1,2,"['livelier', 'more beautiful']"
513cce30fdc9f03587001d9a,513d6ac9fdc9f03587004b66,2,0,0,2,['more boring']
513ccf18fdc9f03587001dc0,513d367cfdc9f03587002ba2,1,1,0,2,"['safer', 'more depressing']"
50f55e38fdc9f065f0004b7b,51422c5ffdc9f04926008b16,0,2,0,2,"['livelier', 'safer']"
513cd368fdc9f03587001e92,51413c7efdc9f04926005b35,1,1,0,2,['livelier']
513cd372fdc9f03587001e96,51409004fdc9f049260001e7,0,2,0,2,['more beautiful']
50f55e1efdc9f065f0004af5,51413d56fdc9f04926005cfb,2,0,0,2,['livelier']
50f55e33fdc9f065f0004b10,514135b6fdc9f04926004aec,1,1,0,2,['livelier']
513cd02afdc9f03587001df6,513f2facfdc9f0358700de01,0,1,1,2,"['more boring', 'more depressing']"
513cd0f4fdc9f03587001e1a,5140c9bbfdc9f0492600260a,1,1,0,2,"['more beautiful', 'more depressing']"
513cd14efdc9f03587001e31,513ceea5fdc9f03587002403,0,1,1,2,['more beautiful']
513cc75cfdc9f03587001a30,513d7bb8fdc9f03587006c6e,0,0,2,2,['more beautiful']
50f55e7dfdc9f065f0004d03,51409b5ffdc9f04926001077,2,0,0,2,['more depressing']
513cc6aafdc9f0358700198c,513d7cb9fdc9f03587006fb2,2,0,0,2,['livelier']
50f55e54fdc9f065f0004bf4,51409d19fdc9f0492600128c,0,2,0,2,['livelier']
50f55e55fdc9f065f0004bff,5185d302fdc9f03fd500125d,1,1,0,2,['wealthier']
50f55e55fdc9f065f0004c06,5141507ffdc9f04926007d7a,0,2,0,2,"['safer', 'livelier']"
50f55e56fdc9f065f0004c19,50f5e565fdc9f065f000681f,1,0,1,2,['more beautiful']
50f55e0efdc9f065f0004a74,513e2234fdc9f0358700a519,1,1,0,2,"['wealthier', 'safer']"
50f55e9afdc9f065f0004d81,513e5e0afdc9f0358700af6c,2,0,0,2,['more depressing']
50f55e9afdc9f065f0004d85,514137ebfdc9f049260050d8,2,0,0,2,['livelier']
50f55e9afdc9f065f0004d86,513d6883fdc9f035870043d2,0,2,0,2,['more beautiful']
50f55e9bfdc9f065f0004d94,513e1b01fdc9f03587009359,0,1,1,2,"['livelier', 'safer']"
50f55e9cfdc9f065f0004db1,514134acfdc9f0492600473c,0,2,0,2,['livelier']
50f55e9cfdc9f065f0004db3,50f5eaa9fdc9f065f0007bc0,0,2,0,2,"['wealthier', 'safer']"
513cc71bfdc9f035870019f7,513d6afbfdc9f03587004be2,0,2,0,2,"['safer', 'more depressing']"
513cc742fdc9f03587001a1c,513cc920fdc9f03587001bda,0,2,0,2,['safer']
50f55eaffdc9f065f0004df4,51408bcafdc9f0358700e9d9,2,0,0,2,['safer']
50f55eaffdc9f065f0004df7,514147eefdc9f04926006b8b,2,0,0,2,['more boring']
50f55eb0fdc9f065f0004e06,513d783bfdc9f035870060c8,0,2,0,2,['safer']
50f55eb0fdc9f065f0004e0c,513e61d8fdc9f0358700b5eb,2,0,0,2,['livelier']
50f55eb0fdc9f065f0004e1d,513d357afdc9f03587002ae4,0,2,0,2,['safer']
50f55eb0fdc9f065f0004e1d,51408fdafdc9f04926000197,1,0,1,2,"['livelier', 'more boring']"
50f55eb1fdc9f065f0004e24,513e20c3fdc9f0358700a2b6,0,2,0,2,"['more beautiful', 'wealthier']"
50f55e97fdc9f065f0004d3f,513d7e11fdc9f03587007318,0,0,2,2,['wealthier']
513cd51efdc9f03587001ef2,513d36e6fdc9f03587002bc7,0,1,1,2,"['more beautiful', 'safer']"
513cd54efdc9f03587001eff,513e703efdc9f0358700c6a2,0,2,0,2,['more beautiful']
513cd58cfdc9f03587001f0e,513d7dbafdc9f03587007260,2,0,0,2,"['livelier', 'wealthier']"
513cd5e8fdc9f03587001f1e,5140897bfdc9f0358700e50c,0,2,0,2,['more beautiful']
50f55e53fdc9f065f0004bd7,51414db8fdc9f04926007677,0,2,0,2,"['wealthier', 'livelier']"
513cc472fdc9f03587001780,5141471cfdc9f0492600699e,2,0,0,2,['more beautiful']
513cc480fdc9f0358700178b,5140cc6ffdc9f04926002dcf,0,2,0,2,['more beautiful']
513cc4b2fdc9f035870017b7,51422c21fdc9f04926008adb,2,0,0,2,['wealthier']
513cc61afdc9f03587001907,514142cafdc9f04926006325,0,2,0,2,"['more beautiful', 'safer']"
513cc634fdc9f03587001919,513f2b1dfdc9f0358700d64c,0,2,0,2,['wealthier']
513cc594fdc9f0358700188e,514134c0fdc9f04926004786,2,0,0,2,['more depressing']
513cc596fdc9f03587001890,51413337fdc9f0492600421c,2,0,0,2,['livelier']
513cc59efdc9f03587001897,51414edefdc9f04926007956,1,1,0,2,"['more depressing', 'safer']"
513cc5a2fdc9f0358700189b,513d34d1fdc9f03587002a6c,0,2,0,2,['safer']
513cc5a4fdc9f0358700189c,513f2977fdc9f0358700d38e,1,1,0,2,['wealthier']
513cc5b0fdc9f035870018a9,5140ce70fdc9f04926003048,0,2,0,2,['more depressing']
513cdcf6fdc9f0358700209a,5140b9fffdc9f04926001f52,0,2,0,2,['safer']
513cc352fdc9f03587001664,5140b92afdc9f04926001dc1,2,0,0,2,['more depressing']
513cc366fdc9f0358700167b,513e6150fdc9f0358700b51d,0,0,2,2,"['more beautiful', 'livelier']"
513cc36afdc9f0358700167f,51408944fdc9f0358700e4a4,0,0,2,2,['more beautiful']
513cc36efdc9f03587001684,513e1df0fdc9f03587009b1d,0,2,0,2,['safer']
513cc5c0fdc9f035870018b6,513d7dcbfdc9f03587007285,2,0,0,2,['wealthier']
513cc5d1fdc9f035870018c5,5140c976fdc9f04926002543,0,2,0,2,"['wealthier', 'more beautiful']"
513cc5d6fdc9f035870018ca,5140d89efdc9f04926003a4f,2,0,0,2,['more boring']
50f55e0bfdc9f065f0004a42,513ccbc2fdc9f03587001d19,1,1,0,2,"['safer', 'more depressing']"
50f55e0cfdc9f065f0004a4f,513cc706fdc9f035870019e5,0,2,0,2,['livelier']
513cdf61fdc9f03587002125,5140ba27fdc9f04926001f7b,0,2,0,2,['safer']
513ce025fdc9f0358700214c,513e5daefdc9f0358700ae73,0,2,0,2,"['more beautiful', 'more boring']"
513ce025fdc9f0358700214c,51414f0bfdc9f049260079c8,1,1,0,2,['livelier']
50f55e09fdc9f065f0004a02,51421be9fdc9f049260084da,0,2,0,2,['livelier']
50f55e09fdc9f065f0004a0b,51413581fdc9f04926004a21,1,1,0,2,"['more depressing', 'livelier']"
513cdc9afdc9f03587002088,514134ccfdc9f049260047b7,1,1,0,2,"['more beautiful', 'more boring']"
50f55e0efdc9f065f0004a75,513d359afdc9f03587002afd,1,0,1,2,['wealthier']
50f55e18fdc9f065f0004a79,513d7f67fdc9f035870075dd,0,1,1,2,['safer']
50f55e19fdc9f065f0004a92,513e64e6fdc9f0358700b8c7,0,2,0,2,['livelier']
50f55e0afdc9f065f0004a1d,51422a69fdc9f04926008936,0,2,0,2,"['wealthier', 'livelier']"
50f55e0afdc9f065f0004a20,513e7047fdc9f0358700c6b0,2,0,0,2,['safer']
50f55e0bfdc9f065f0004a38,513d6d71fdc9f03587005156,0,2,0,2,['safer']
50f55e0bfdc9f065f0004a38,5140cabdfdc9f04926002927,1,0,1,2,['more depressing']
50f55e0bfdc9f065f0004a3f,5140ccbbfdc9f04926002e80,0,2,0,2,['safer']
513ce185fdc9f03587002194,513d7ab4fdc9f0358700690b,0,2,0,2,['safer']
50f55e1bfdc9f065f0004abd,5140946dfdc9f04926000890,0,2,0,2,"['livelier', 'more beautiful']"
50f55e1dfdc9f065f0004ae3,514227bffdc9f049260086bd,2,0,0,2,['safer']
513ce041fdc9f03587002151,5140d1f1fdc9f04926003261,2,0,0,2,"['wealthier', 'more beautiful']"
513ce051fdc9f03587002154,513f2b9bfdc9f0358700d71d,2,0,0,2,['more beautiful']
513d2d70fdc9f035870024de,513e1ac8fdc9f035870092cc,0,2,0,2,['more boring']
513d2d9afdc9f035870024fe,513f2aabfdc9f0358700d594,2,0,0,2,['more depressing']
513d2da2fdc9f03587002502,51413a7efdc9f04926005710,1,1,0,2,['safer']
513ce643fdc9f03587002269,514091eafdc9f049260005e1,0,2,0,2,['safer']
513ce6c5fdc9f03587002280,51414826fdc9f04926006c0b,0,2,0,2,['livelier']
513ce6d1fdc9f03587002281,513d6946fdc9f03587004687,0,2,0,2,['safer']
513ce71bfdc9f0358700228d,513f2d6cfdc9f0358700da30,2,0,0,2,['livelier']
513ce10bfdc9f03587002177,513d7c26fdc9f03587006dd9,0,2,0,2,"['livelier', 'safer']"
513ce129fdc9f0358700217f,513d5a3efdc9f035870033e9,1,0,1,2,['livelier']
513ce131fdc9f03587002183,513e1de2fdc9f03587009afb,2,0,0,2,['more boring']
513ce147fdc9f03587002188,51413444fdc9f049260045bd,0,0,2,2,"['livelier', 'more beautiful']"
513cdf43fdc9f0358700211e,51413b26fdc9f049260058b7,1,1,0,2,"['more depressing', 'livelier']"
513ce7c1fdc9f035870022b5,513e1cc1fdc9f03587009806,0,0,2,2,['livelier']
513ce7cdfdc9f035870022b9,513e5da6fdc9f0358700ae5e,2,0,0,2,"['livelier', 'more boring']"
513ce81dfdc9f035870022c6,5140b74bfdc9f04926001976,0,2,0,2,['more depressing']
513ce83ffdc9f035870022d1,5140c9cbfdc9f04926002639,0,2,0,2,['wealthier']
513ce94afdc9f03587002306,513e1fcbfdc9f0358700a018,0,2,0,2,['safer']
513ce38efdc9f035870021e7,513d5c4dfdc9f035870036be,0,2,0,2,['livelier']
513ce62bfdc9f03587002263,5140b8f4fdc9f04926001d56,0,2,0,2,['livelier']
513cc520fdc9f03587001824,513da00dfdc9f035870088a4,0,0,2,2,['more beautiful']
513cc568fdc9f03587001865,5185cd08fdc9f03fd5000cca,2,0,0,2,['safer']
513cc578fdc9f03587001874,513d6e32fdc9f0358700528d,0,1,1,2,['livelier']
513cc592fdc9f0358700188b,513d68b2fdc9f03587004478,0,2,0,2,['more depressing']
513cc43efdc9f0358700174b,513e6462fdc9f0358700b80c,0,0,2,2,['more beautiful']
513cc442fdc9f03587001751,51413ccafdc9f04926005bc8,1,1,0,2,"['safer', 'more beautiful']"
513cdd5cfdc9f035870020b4,513f2e01fdc9f0358700db3b,2,0,0,2,['more boring']
513cdefbfdc9f03587002109,51422e38fdc9f04926008cd3,1,0,1,2,"['more beautiful', 'safer']"
50f5609afdc9f065f000526a,50f5eca0fdc9f065f0008ad2,2,0,0,2,['safer']
50f5609afdc9f065f000527c,50f5ec1dfdc9f065f000877c,1,1,0,2,"['livelier', 'safer']"
513cc400fdc9f03587001710,513d4b9cfdc9f03587002e18,0,2,0,2,['wealthier']
50f56088fdc9f065f000519f,51414869fdc9f04926006cb2,1,1,0,2,"['more boring', 'more beautiful']"
50f5608afdc9f065f00051b7,513929c0818ede129600115d,0,2,0,2,['wealthier']
50f5608afdc9f065f00051bf,50f5eeebfdc9f065f00090f6,0,2,0,2,"['livelier', 'wealthier']"
513cc3c4fdc9f035870016d6,513d7a49fdc9f03587006798,2,0,0,2,['livelier']
513cc3e4fdc9f035870016f4,513e2345fdc9f0358700a658,2,0,0,2,['wealthier']
513d2cb0fdc9f03587002451,5140cac9fdc9f04926002949,1,1,0,2,"['more depressing', 'livelier']"
513ce9d5fdc9f0358700231f,51413cddfdc9f04926005bf4,1,1,0,2,['safer']
513cc1b2fdc9f035870014d0,513da025fdc9f035870088e7,2,0,0,2,['livelier']
513cc1bafdc9f035870014d7,513f29cbfdc9f0358700d420,0,2,0,2,['livelier']
513cc1befdc9f035870014dc,5140d8b2fdc9f04926003a7a,1,1,0,2,"['more depressing', 'safer']"
513cc1c8fdc9f035870014e4,513ccf5afdc9f03587001dcf,2,0,0,2,"['more boring', 'wealthier']"
50f56099fdc9f065f000525b,513d6885fdc9f035870043d9,2,0,0,2,"['more beautiful', 'wealthier']"
50f56099fdc9f065f000525c,513e21d4fdc9f0358700a4ad,2,0,0,2,['more boring']
513d2d1efdc9f0358700249d,51414fd6fdc9f04926007bc3,0,2,0,2,['livelier']
513d2d30fdc9f035870024ad,513f1142fdc9f0358700c7f2,0,2,0,2,['more beautiful']
513d2d3afdc9f035870024b5,513da091fdc9f035870089d5,1,1,0,2,['livelier']
513cedb5fdc9f035870023dd,514135a6fdc9f04926004aa7,0,2,0,2,['livelier']
513ceddffdc9f035870023e3,5140dc00fdc9f04926003f73,1,0,1,2,"['livelier', 'more beautiful']"
513cee3ffdc9f035870023f0,513e20b1fdc9f0358700a287,1,1,0,2,"['more beautiful', 'wealthier']"
513cef37fdc9f03587002423,514227dbfdc9f049260086da,2,0,0,2,['more boring']
513cef91fdc9f03587002432,514218fcfdc9f049260081c3,0,1,1,2,"['more beautiful', 'wealthier']"
513d2db8fdc9f03587002511,51422738fdc9f04926008636,2,0,0,2,['safer']
513d2deafdc9f03587002536,51414d11fdc9f049260074b8,2,0,0,2,['more boring']
513d2decfdc9f03587002538,5140988efdc9f04926000cd0,0,0,2,2,['livelier']
513d2e28fdc9f0358700255f,513e5da3fdc9f0358700ae56,2,0,0,2,['livelier']
513d2e2efdc9f03587002564,5140caf3fdc9f049260029ce,2,0,0,2,"['livelier', 'wealthier']"
513d2cbdfdc9f03587002458,51409c32fdc9f0492600117b,2,0,0,2,"['more beautiful', 'more depressing']"
513d2cfffdc9f03587002487,51414913fdc9f04926006d83,0,2,0,2,['livelier']
513d2d1afdc9f03587002499,513d79abfdc9f0358700658f,2,0,0,2,"['wealthier', 'more beautiful']"
513d2e62fdc9f03587002590,5141415ffdc9f049260061a2,1,1,0,2,"['livelier', 'more depressing']"
513d2e67fdc9f03587002592,51414277fdc9f049260062cd,2,0,0,2,['livelier']
513d2e8afdc9f035870025ad,513d5727fdc9f035870030f8,0,2,0,2,['livelier']
50f4648ffdc9f065f000479c,50f563cffdc9f065f0005e91,2,0,0,2,"['more depressing', 'more boring']"
50f4648ffdc9f065f00047a1,50f5e68ffdc9f065f0006d1f,1,1,0,2,['livelier']
50f4648ffdc9f065f00047c1,51422c6ffdc9f04926008b2a,2,0,0,2,['safer']
50f46497fdc9f065f00047da,51413874fdc9f0492600520d,1,1,0,2,['safer']
50f46497fdc9f065f00047e6,513f2a03fdc9f0358700d47c,0,2,0,2,"['safer', 'more beautiful']"
50f46499fdc9f065f0004872,513e2008fdc9f0358700a0c3,2,0,0,2,['more depressing']
50f46499fdc9f065f000487c,5141476cfdc9f04926006a56,1,0,1,2,"['more boring', 'livelier']"
513d2ebefdc9f035870025d8,5140c92dfdc9f04926002468,0,2,0,2,['more beautiful']
513d2eeefdc9f035870025fd,51413434fdc9f04926004586,2,0,0,2,['wealthier']
50f46498fdc9f065f0004823,513e5e5bfdc9f0358700b049,2,0,0,2,['livelier']
50f46498fdc9f065f0004825,513e1b59fdc9f03587009455,0,2,0,2,['livelier']
50f46498fdc9f065f000483d,50f563b2fdc9f065f0005da2,0,2,0,2,['more beautiful']
50f46498fdc9f065f000484c,514147f3fdc9f04926006b9a,0,1,1,2,['livelier']
50f4649afdc9f065f00048a8,513f2d13fdc9f0358700d991,0,2,0,2,['wealthier']
50f55dd7fdc9f065f00049be,50f5e5d1fdc9f065f0006a77,0,2,0,2,['safer']
50f55dd7fdc9f065f00049c1,513d9bb8fdc9f03587007ad9,2,0,0,2,['livelier']
50f55dd7fdc9f065f00049c2,50f5eea9fdc9f065f0008f65,2,0,0,2,['livelier']
50f46499fdc9f065f000485c,50f5ebaafdc9f065f0008439,2,0,0,2,['livelier']
50f46499fdc9f065f0004864,513d7c01fdc9f03587006d56,2,0,0,2,['livelier']
50f46499fdc9f065f0004867,514093bcfdc9f049260007ec,0,1,1,2,['livelier']
50f46499fdc9f065f000486f,513cb6f6fdc9f03587000ab2,2,0,0,2,['more depressing']
50f55eb1fdc9f065f0004e26,50f60872beb2fed6f80004cb,0,2,0,2,['more beautiful']
50f55eb1fdc9f065f0004e2f,513f10bbfdc9f0358700c742,0,2,0,2,"['safer', 'more depressing']"
50f56060fdc9f065f0005169,51409d92fdc9f0492600131d,1,1,0,2,['safer']
513ceac5fdc9f0358700234d,513e23acfdc9f0358700a6d5,2,0,0,2,['more depressing']
513ced25fdc9f035870023c7,513d69cafdc9f0358700485f,0,2,0,2,['livelier']
513ced8ffdc9f035870023d7,5141514efdc9f04926007f63,0,2,0,2,['more beautiful']
50f4649afdc9f065f0004898,513f2fd3fdc9f0358700de44,0,2,0,2,['safer']
50f4649afdc9f065f000489a,5185cee4fdc9f03fd5000e96,2,0,0,2,['more depressing']
513cc1f0fdc9f03587001507,513e6532fdc9f0358700b92e,1,0,1,2,['livelier']
513cc1f6fdc9f0358700150e,513e200ffdc9f0358700a0d6,2,0,0,2,['safer']
513cc22cfdc9f03587001542,513e5fbafdc9f0358700b2ae,2,0,0,2,"['more beautiful', 'wealthier']"
513cc242fdc9f03587001556,513d2dc5fdc9f03587002519,0,0,2,2,['safer']
513cc25cfdc9f03587001571,513e6f41fdc9f0358700c54a,1,1,0,2,"['more beautiful', 'wealthier']"
50f560f4fdc9f065f0005364,513da01ffdc9f035870088d7,1,1,0,2,"['livelier', 'more boring']"
513d2f1ffdc9f0358700261c,51409e12fdc9f049260013bc,0,0,2,2,['wealthier']
513d2f21fdc9f0358700261f,514090ddfdc9f049260003b5,2,0,0,2,['livelier']
513cc2ecfdc9f035870015fc,513d7b21fdc9f03587006a68,1,0,1,2,['livelier']
513cc2fcfdc9f0358700160a,51408bd3fdc9f0358700e9ed,1,1,0,2,['safer']
513cc264fdc9f0358700157a,513d50f5fdc9f03587002ebc,0,0,2,2,['livelier']
513cc26cfdc9f03587001584,51408b71fdc9f0358700e923,2,0,0,2,"['safer', 'livelier']"
513cc26efdc9f03587001585,513e6da4fdc9f0358700c315,1,1,0,2,"['livelier', 'more boring']"
513cc278fdc9f03587001591,513e205afdc9f0358700a19e,2,0,0,2,['safer']
513cc27efdc9f03587001596,5140cc42fdc9f04926002d5f,0,0,2,2,['livelier']
513cc1d6fdc9f035870014f1,51414efffdc9f049260079a9,0,2,0,2,['safer']
513d3049fdc9f03587002705,513d7d9bfdc9f03587007224,2,0,0,2,['livelier']
513cc0ecfdc9f03587001415,513f107ffdc9f0358700c6f0,1,1,0,2,"['wealthier', 'livelier']"
513cc0fefdc9f03587001427,513e6c1afdc9f0358700c108,1,1,0,2,"['safer', 'more depressing']"
513cc11afdc9f03587001447,513d67d4fdc9f03587004190,2,0,0,2,"['more depressing', 'more beautiful']"
513cc162fdc9f03587001485,513f1367fdc9f0358700cadc,0,2,0,2,['livelier']
513cc296fdc9f035870015aa,5141413ffdc9f0492600617f,2,0,0,2,['safer']
513cc2b4fdc9f035870015c8,51413c0cfdc9f04926005aa9,2,0,0,2,['more depressing']
513cc2defdc9f035870015eb,51415002fdc9f04926007c32,2,0,0,2,"['livelier', 'more beautiful']"
50f4648efdc9f065f0004761,50f5e690fdc9f065f0006d5c,0,2,0,2,['wealthier']
50f4648efdc9f065f0004775,513e5efbfdc9f0358700b194,2,0,0,2,['safer']
50f4648ffdc9f065f0004798,5140cfddfdc9f049260031a4,2,0,0,2,['safer']
513d2fb6fdc9f0358700268e,514133c5fdc9f04926004404,0,2,0,2,"['wealthier', 'safer']"
513d2ff1fdc9f035870026bf,513f2f05fdc9f0358700dcf2,0,2,0,2,"['more depressing', 'wealthier']"
513d2ff2fdc9f035870026c0,513d9b6cfdc9f035870079e1,0,0,2,2,['more beautiful']
513d3010fdc9f035870026d9,51414762fdc9f04926006a3e,0,2,0,2,"['more beautiful', 'more depressing']"
513d3014fdc9f035870026db,5140ccd0fdc9f04926002ead,0,2,0,2,['more depressing']
513d349bfdc9f03587002a42,513e5d35fdc9f0358700ad20,0,2,0,2,['safer']
513d34c4fdc9f03587002a62,513d5cbffdc9f0358700378c,1,1,0,2,['more beautiful']
513d33b8fdc9f0358700299c,51409c2bfdc9f04926001171,0,2,0,2,"['more beautiful', 'safer']"
513d33d3fdc9f035870029b0,514093f9fdc9f04926000829,1,1,0,2,['safer']
513d33d8fdc9f035870029b4,513d600dfdc9f03587003c82,0,2,0,2,['more depressing']
513d3465fdc9f03587002a1c,51408a40fdc9f0358700e6b9,1,1,0,2,"['livelier', 'more beautiful']"
513d32e6fdc9f03587002910,513e5f8bfdc9f0358700b266,0,1,1,2,"['more boring', 'livelier']"
513d32fdfdc9f0358700291c,513f29f2fdc9f0358700d460,2,0,0,2,"['more beautiful', 'more depressing']"
513d30f0fdc9f03587002784,51413a2efdc9f0492600564c,2,0,0,2,['more depressing']
513d30f8fdc9f0358700278a,51409a35fdc9f04926000efd,2,0,0,2,"['more boring', 'livelier']"
513d30f8fdc9f0358700278a,51413b2ffdc9f049260058ca,2,0,0,2,['more boring']
513d3113fdc9f035870027a3,513d7f37fdc9f03587007584,0,0,2,2,['wealthier']
50f46497fdc9f065f00047e6,513f32acfdc9f0358700e0bb,2,0,0,2,['safer']
50f46497fdc9f065f00047f1,5142293bfdc9f04926008829,2,0,0,2,['more depressing']
50f46497fdc9f065f0004809,50f563b4fdc9f065f0005dcb,0,2,0,2,['more depressing']
50f46497fdc9f065f000480b,513e5c5afdc9f0358700aaca,0,1,1,2,['safer']
513d3220fdc9f03587002874,514141fcfdc9f04926006249,2,0,0,2,['safer']
513d3144fdc9f035870027c9,514146e8fdc9f0492600691c,2,0,0,2,['livelier']
513d3150fdc9f035870027d4,51413470fdc9f04926004668,0,2,0,2,['safer']
513d316afdc9f035870027e8,513d3278fdc9f035870028b9,1,1,0,2,"['more depressing', 'wealthier']"
513d305dfdc9f03587002716,513f2d54fdc9f0358700d9ff,0,2,0,2,['wealthier']
513d306cfdc9f03587002720,5140d5a9fdc9f04926003525,0,2,0,2,['livelier']
513d306cfdc9f03587002721,513d9e2afdc9f03587008306,1,1,0,2,"['livelier', 'more depressing']"
513d30a5fdc9f0358700274c,513d61b8fdc9f03587003e9f,2,0,0,2,['wealthier']
513d2f66fdc9f0358700264e,51415122fdc9f04926007ef9,0,1,1,2,"['safer', 'livelier']"
513d2f7efdc9f03587002662,51414c58fdc9f049260072f0,0,2,0,2,['safer']
513d2f90fdc9f03587002670,513d6992fdc9f03587004799,0,2,0,2,"['safer', 'more beautiful']"
513d31c2fdc9f0358700282b,5140da6cfdc9f04926003dc6,0,2,0,2,['more beautiful']
513d31cafdc9f0358700282f,513d79a8fdc9f0358700658c,2,0,0,2,['safer']
513d31e0fdc9f03587002844,51422d74fdc9f04926008c1f,0,1,1,2,"['livelier', 'safer']"
513d31e5fdc9f03587002847,513d9b5bfdc9f035870079b3,0,2,0,2,['livelier']
513d3205fdc9f0358700285e,5140b77bfdc9f049260019f4,2,0,0,2,['wealthier']
50f5609afdc9f065f000528d,5140b708fdc9f049260018b4,0,2,0,2,['livelier']
513cc0c2fdc9f035870013ea,513e5c81fdc9f0358700ab32,2,0,0,2,['livelier']
513cc0e2fdc9f0358700140b,513d7b82fdc9f03587006bbb,0,2,0,2,['safer']
513d326cfdc9f035870028b2,51409a8ffdc9f04926000f6f,0,1,1,2,"['wealthier', 'more boring']"
513d3274fdc9f035870028b6,513e61ccfdc9f0358700b5d6,2,0,0,2,['more boring']
513d3282fdc9f035870028c3,51413b42fdc9f049260058fa,1,1,0,2,['safer']
513d328afdc9f035870028ca,513d7dcafdc9f03587007282,2,0,0,2,"['more beautiful', 'wealthier']"
513d32a3fdc9f035870028d8,513d5d3cfdc9f03587003863,0,2,0,2,"['livelier', 'wealthier']"
50f560f4fdc9f065f0005362,513d6b8bfdc9f03587004d47,1,1,0,2,['more depressing']
50f5609bfdc9f065f00052ab,50f5e8cffdc9f065f000753d,0,0,2,2,['more beautiful']
50f5609bfdc9f065f00052d0,51422accfdc9f0492600899b,0,1,1,2,"['wealthier', 'livelier']"
50f560ecfdc9f065f00052ef,50f60e73beb2fed910000668,0,1,1,2,['more depressing']
513cc164fdc9f03587001486,513d7d27fdc9f03587007115,0,2,0,2,['more beautiful']
513cc176fdc9f0358700149a,513d60dcfdc9f03587003d90,2,0,0,2,['wealthier']
513cc1aafdc9f035870014c8,5140d99dfdc9f04926003c42,2,0,0,2,"['more depressing', 'livelier']"
50f5609afdc9f065f0005289,513d9f00fdc9f035870085cc,1,1,0,2,['more depressing']
513cbfd0fdc9f035870012fa,513f335dfdc9f0358700e145,1,0,1,2,"['livelier', 'more beautiful']"
513cbfd4fdc9f035870012fe,513e6bf5fdc9f0358700c0cb,1,1,0,2,"['more boring', 'livelier']"
513cbfe6fdc9f03587001312,514089b4fdc9f0358700e58f,2,0,0,2,['more boring']
50f560effdc9f065f0005322,51414ebffdc9f04926007906,1,0,1,2,['safer']
50f560f0fdc9f065f0005328,513cc2aefdc9f035870015c3,0,2,0,2,['wealthier']
50f560f0fdc9f065f0005333,513e1a6afdc9f035870091db,2,0,0,2,['more boring']
50f560f1fdc9f065f000533b,513d6c22fdc9f03587004ec4,1,0,1,2,"['safer', 'more beautiful']"
50f560f2fdc9f065f000534c,50f5e565fdc9f065f000682f,1,1,0,2,['safer']
513d331cfdc9f03587002931,513e5c60fdc9f0358700aadb,2,0,0,2,['more boring']
513d3363fdc9f03587002962,5185ce99fdc9f03fd5000e4f,0,2,0,2,['livelier']
513d337cfdc9f03587002973,513e1e43fdc9f03587009bfa,0,2,0,2,['more boring']
513d337dfdc9f03587002974,514139cdfdc9f04926005558,0,2,0,2,['safer']
513d33aefdc9f0358700298b,513e1c91fdc9f03587009792,0,2,0,2,['livelier']
513d324afdc9f03587002898,51414281fdc9f049260062d8,2,0,0,2,['more beautiful']
513d325afdc9f035870028a5,513f2fa8fdc9f0358700ddfa,2,0,0,2,"['wealthier', 'safer']"
513cbfccfdc9f035870012f4,513d9f70fdc9f0358700873d,0,2,0,2,"['safer', 'wealthier']"
513d4d1afdc9f03587002e43,513d9b86fdc9f03587007a38,0,2,0,2,['more depressing']
513d383efdc9f03587002c44,513e6219fdc9f0358700b64b,1,1,0,2,['livelier']
513d38b8fdc9f03587002c75,5140b82cfdc9f04926001bbb,2,0,0,2,['more depressing']
513d38fefdc9f03587002c8f,5140b681fdc9f0492600173a,1,0,1,2,"['wealthier', 'more beautiful']"
513d49cafdc9f03587002dd3,513e60f0fdc9f0358700b496,0,2,0,2,['more beautiful']
513d3706fdc9f03587002bd2,51422c44fdc9f04926008afe,1,1,0,2,"['more depressing', 'livelier']"
513d371efdc9f03587002bdc,513f2e3cfdc9f0358700db94,1,0,1,2,['more boring']
513d37c0fdc9f03587002c15,51422b42fdc9f04926008a13,2,0,0,2,['more beautiful']
50f46483fdc9f065f0004686,513e6d0ffdc9f0358700c240,1,1,0,2,"['safer', 'livelier']"
50f46483fdc9f065f000468b,5140c8d5fdc9f04926002362,0,2,0,2,['livelier']
513d3528fdc9f03587002aa5,513e5c8ffdc9f0358700ab60,2,0,0,2,['more beautiful']
513d3575fdc9f03587002ae0,513d5709fdc9f035870030c3,1,1,0,2,['more boring']
513d3596fdc9f03587002af9,513d7eebfdc9f035870074e3,2,0,0,2,"['safer', 'livelier']"
513d35acfdc9f03587002b0e,513e5ec6fdc9f0358700b140,2,0,0,2,['wealthier']
513d4aa2fdc9f03587002df3,5185cedffdc9f03fd5000e8e,0,2,0,2,['livelier']
513d4c5ffdc9f03587002e2d,51409d22fdc9f0492600129a,0,2,0,2,['more beautiful']
